문장,혐오 여부
"해군 진해기지사령부 복지관이 최고였지

전국에서 제일 낫지싶은데 ㅋㅋㅋ",0
박창진 씹동안아니냐? 49살 얼굴맞냐? ㅋㅋㅋ시발 대단하네,0
정말 대작입니다. ㅠㅠ 영화 모든 장면하나하나가 명화를 보는것 같아요. 죽는장면도 참담하다기보단 시적입니다,1
결론적으론 김혜수 짱!!!..... 김혜수만 남은 드라마,1
진짜 심리극적으로 정말잘만들어진거 같다.. 반전이고.. 외로운아이로 자라면 안된다는걸 한번더 알게 해준거같다 영화정말잘봤습니다 ㅎㅎ,1
"사토 준이치가.마법쓰고파!!!와@게이트 키퍼즈@의 감독님이었음을 생각해본다면,조금이라도,생각이 있는자들은,7점이하를 줄수가 없다.",1
박평식씨가 7점 줬네... 봐야지,1
아주아주재미었습니다,1
"문 쩝쩝이와 주사파일당 들이 있는한
대한민국의 법이란 없다
오로지 지들 입맛에만 맞출뿐",0
대구 동성아트홀에서 봤는데 마음이 참 따뜻해지는 영화네요...,1
나는 홍콩반환전 홍콩영화중 느와르물의 매니아 엿다 이영화는 반환후의 멀어졋던 관심을 다시 잡아주엇던 기억이잇다 이젠 순수해서 다시보기 싫은영화다....,1
kmdb에서 볼 수 있음,1
@메건 ㅇㅇ,0
저에게 있어서는 최고의 드라마 였습니다.,1
재미 있어요 너무나도,1
You go We go..명작..ㅜ,1
천원의행복,0
미친새끼 ㅋㅋㅋㅋ 뿜었다 ㅋㅋㅋㅋㅋㅋ,0
만든지 너무 오래된는데 개봉이 너무 늣은 영화! 3편까지 나왔죠!,1
논리가 톱니바퀴 돌아가듯 딱딱 맞네 ㅇㅂ,0
"@태한 이승만이 비리로 임시정부에서 쫒겨났다는건 팩트가 아님

오히려 그기반으로 건국당시 미주한인공로가 큼

미주한인 공로와 유엔/미국의 지원의 역사를 지워버리니

그역사가 사라진것이지



반면 그전에 국제공산당 자금사건이 팩트고

똥묻은 개새끼들이 지내들 공산당 자금으로 풍비박살 나니깐

이승만한테 뭐라 한것 그이하 그이상도 아님",0
아 뽑고 싶다,0
태국? 제발 여자랑 하길 빈다 ㅠㅠ,0
점점 재밌다 주인공 은대구 멋있어,1
30대가된 지금 다시보니 새롭다. 연애의 목적은 뭘까? 사랑의 의미? 좋아한다는것.?영화마지막까지 사랑합니다 좋아합니다라는 흔해빠진 사랑고백따윈 하지않는 그들..약간은 아픈 평범한 그런 사랑을 경험한 둘의 이야기..,1
@39세H무직 ㄹㅇ 운지해라,0
@다이룬다 선의 순리가 지켜줄것임 ㅇㅇ,0
@와사비연고 ㅋㅋㅋ 그렇지 차라리지 ㅋㅋ,0
재밌뜸 빨리 시즌 3가 나왔으면 좋겠다,1
어릴적 tv로 많이봤던영화 지금봐도 재미있다,1
정직한 소비자 상 주노?,0
어느날 시리즈중에서는 그나마 수작인 것 같은데,1
서현 소녀시대중 가장 예쁜거 같음.정말 짱으로 예쁨...,1
정말 괜찮은 영화라고 생각합니다.,1
@만천하공개 너 아이큐 2자리지?,0
김하늘과 대화할 때 유지태 표정보고 반하지 않는 여자는 없다.,1
ㅋㅋ 진료비무서워서 누가하겟냐? 그냥 청와대로개돌하지,0
"La Vita E Bella, Life Is Beautiful, 1997",1
잘 만들었습니다. 반전도 있도 줄거리랑 연출도 탄탄하고요,1
재미다,1
미안한대 혹시 대깨문 아니냐? 아니면 미안하고,0
아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐 아이언맨 뒤짐,0
관객이 보는 내내 최선을 다하도록 만드는 영화. 배우들의 연기 또한 정말 최고.,1
굿 굿 ㅎ,1
근데 확실히 글을 못 쓴다 . 못 배운 티가 난다.,0
"사랑에 대한 철학적, 심리적 분석이 매우 훌륭하다.",1
지금봐도 배우들 연기가 진부하지않고 재밌는 고전영화. 그룹 가수의 탄생과 몰락을 유머러스하면서도 현실적으로 풀어낸 영화. 음악도 그렇고 오글거림도 없었고 개인적으로 '어거스트 러쉬'보다 높게 평하고싶음,1
영화는 되게 예술성있고 좋았는데 GV하면서 사람들이 질문하면서 잔잔했던 여운을 다 깨버려서 실망,1
"고딩때 전기충격기로 기절시켜서 겁털했다는 증언을 듣고 그런가 했는데

지금 생각해보면 휴대용 전기충격기가 그시절에 어떻게 잇지?",0
권지용짱짱맨 사랑해요♥ 콘서트는 못가도 이런거라도잇으니다행ㅇ♥♥,1
토착왜구는 자신들 아닌가 저런 단어 쓰면서 양심의 가책을 못 느끼나,0
행님행님 드립학원 추천 부탁드립니다 ㅠㅠ,0
수영복베ㅋㅋ,0
영화 좋아하는 분은 꼭 보세요~ 후회 안합니다~ 영화 첨부터 끝까지 긴장감 있으면서 시간 금방 가네요~ 여운도 남구요~,1
"욕으로 도배된거를 캡쳐해서 올리든가

아니면 링크라도 걸든가 ㅁㅈㅎ",0
와이투케이 달릴때 간지나든데 ㅋㅋ 역시 쩌는군 ㅋㅋ,1
학생들은 뭘 해줘도 다 나빠하지 않냐?,0
20년이지났음에도 국내CG기술보다 낳은느낌이다...,1
"@비매너유저 코란도랑 q7 보유중인데

뭐 그게 자랑이라고 인증까지하노 똥차",0
"@뭐가1 뮌헨 갔다왔는데 뭔 개슬람지역이니 개소리야

너는 씨발 외국가면 그나라 수도, 제1도시를 가지 무슨

한국으로 치면 경기도화성, 수원 이딴데 가냐?

개좆병신새끼 일본에 독일 비비는게 딱보니까

계집애새끼마냥 방학때 알바해서 유럽 투어 중에 독일

한 2박3일 있어본게 전부인새끼가 존나 아는척이네;;",0
캬악 퉤,0
중학교때부터 성인이된 지금까지도 나의 인생영화,1
어릴적 봤을때 정말 최고였다. 다시봐도 괜찮고 주인공 여자가 너무나 미인이다.,1
좃좃선족도 바퀴라 밞아 직여야함,0
세바스찬의 연기 때문인지 18세관람가때문인지 참 잼났다.,1
바티칸은 각 나라에서 돈만 잘주면 씹을 하든 전쟁을 하든 노상관,0
진짜냐? 팩트,0
"@혈압상승기 지랄하네 자기네들이 싫어하는 문재인이 대통령이라고 나라 망하길 바라는게 애국보수 클라스

너네들같은 새끼들은 그냥 자살하는게 사회공헌임 그냥 뒤져주세요 에휴 진짜 소름끼친다",0
잼나네 ㅎㅎ,1
도쿄에서 응원하고있다 게이야! 앞으로도 이런 참 불고렙성님들이 일베 이끌어줘야함 ㅇㅂ,0
예쁘고 슬픈.. 꼭 보시기 바래요.,1
저런걸 빨아대는 좌좀개돼지들은 광유병소고기 쳐먹고 뇌가 쳐녹아내린거겠지?,0
장애인들뿐인 나라에서 새삼스레,0
"@인실KIM 개인이 자발적으로 구글 사용하는거랑

적화대가 개인정보를 무단으로 구글에 보내는거랑 구분 못하는 홍어좌빨대깨문 여깄네",0
하 시발 담배 끊어야하나,0
꼭봐야할영화!ㅜ 결말죽은거아니지???!!ㅋ아닐거야... 결말이좀허술했어,1
세금으로 다 뜯어갈텐데ㅋㅋ외국에서만 장사해라,0
귀엽노,0
내가 그 디스크 환자인데 통증이 심해지면 마비가와서 하반신을 움직일 수가 없다. 지금도 또 그렇게 될까 두렵다.,0
꾸르꾸르잼잼꿀잼잼!,1
할리와 뚝배기 공장이다,1
어째 하나같이 윤지오에게 속냐?똑똑하다던 좌파분들이 ㅉㅉ,0
민주화보소 ㅋㅋㅋㅋ 시발 짱개새끼들,0
"@가물치one 정말 그러네ㅋㅋㅋㅋㅋㅋ

마블 영화가 선점하고나서부터

좌파 영화의 인기가 눈에뛰게 식었긴 식었지",0
토요명화의 추억과 함께 유쾌/통쾌한 십대 액션영화!,1
쵝오,1
참된 평화와 회복을 소망합니다.,1
10대 초반에 보고 13년만에 다시본 영화..그땐 이 영화의 깊이를 알지 못했다.. 지금은 왜이리 눈물이나지,1
컬투보고왔습니다~ㅋㅋㅋㅋ,1
"보배드림 이쪽애들도 의식화 쩔더라. 근데 웃기는게 뭐냐면 방문자는 ㅇㅂ보다 훨 적은데 글조회수는 기본 1,000에서 수천은 우습더라.",0
완전재미있다 계속봐도질리지않을영화^^,1
신도시들 사실 좃라도민 텃밭. 민좃당이 개난리쳐도 아성은 무너지지않을듯.. ㅆ ㅂ 좃라도,0
똥배가 나온 아줌마가 되었어도 여전히 사랑스러운 셀린느.,1
참 아쉬운작품 시리즈를 확장 시켜서라도 더 보안했었어야..,1
모든걸 떠나서 감동과 재미가 없이 지루했다.,1
@영화7천편본사람 응 다음 틀딱~,0
370베따리가 인기글을가????,0
합리적 의심은 ㅇㅂ,0
@무등산왕자지고라니 어그로 성공하니 뿌듯하냐 씨박새끼야,0
@좌빨은적폐 무식한 점을 지적해줘도 홍어몰이 뿐이노 ㅋㅋ 내 작성글 검색해라 홍어새낀지 아닌지는 알아서 판단하고,0
이걸 조폭미화라고 평가한 사람들은 이 영화를 잘못봐도 한참 잘못 본 거다.,1
@생각없이사는게이 다이조부,0
"문재앙이 자살하는게 말이 되냐

팀킬로 자살 당하겠지",0
유사라 연기는 콧구멍조차 어색하지만 내용 엄청 파격적이고 살색의 향연이다!,1
"@수렁 너 좃같은 보지단어 쓰는데

씨발창년이세요?",0
일베 이러다 나중에 중공 여론조작부대한테 팔리는 거 아냐?,0
@홍어몰살 이건 뭐냐,0
강추ㅎㅎ간만에 애들한테 영화보여주고 보고 웃기도 많이웃고 추천해요>_<!,1
11점 주고싶다 주인공의 눈물어린 투쟁. 영화에 구구절절히 표현된 현실도 결말도 좋았구요. 기본적으로 사형반대지만 아동성폭행범은 종신형이나 사형이 합당하다 봅니다.,1
단순한 성장영화가 아니라 내면의 상처 성적소수자 어릴적 트라우마 등등 여러아픔이 있지만 우리는 이겨낼 것이라는 희망을 가지게 하는 영화,1
@네다음임종석 글에 본질이 없음.,0
존나재밌게봤습니다ㅎㅎ 근데 사다코가안나온건 아쉽지만 대신사다코의 아이가 공포감을많이주었네요^^,1
하루종일 섹스앤 시티만 보구싶어~너무 죠아요!,1
@생후3개월말티즈 부랄이 사계를 연주하고있노!,0
"힘있는 대사와 화면, 주제에 대한 다각적 이해와 탁월한 엔딩.",1
사스가,0
어릴땐 잠깐 봐서 주인공들이 멍청한줄 알았다... 그 좁은 공간에서 그런것과 대결이라니... 생각해보면 무섭다,1
이런 병맛영화 너무 좋다니까,1
@메르 이거 순시발새끼들이네,0
원령공주는 정말 말이 필요없는 명작이다.,1
"의협주장이 정치적이라는게 말이 안되는게

그럼 세월호때 빨리 애들구해야한다고 지랄 춤추던 민주당새끼들도 정치적 발언이었네 ㅋㅋㅋㅋ",0
"서서히 꺼지는 생명을 도스토예프스키적 서사로 풀어낸 수작.급박한 수술에 서두르는 사람은 아무도 없다, 심지어 환자마저도. 생명을 귀찮은 일거리로 치부하는 의료인들의 곤조. 감독은 이 과정을 의도적으로 느리고 답답하게 풀어내 관객을 옥죈다.",1
잔느의 매력,1
내가한국에만안있으면적화되도상관없는데 씨벌,0
근데 아베 독재냐? 존나오래해먹네,0
"좆까 피니시라인 넘으면서 관중들한테 조용히하라고 입에 검지 갖다대는데 어디 썅년이 개최국 관중한테 시비를걸어

최소 눈깔 하나 뽑아서 돌려보내야함",0
엄청난 심리전이 담긴 영화......보는 내내 긴장했다.,1
재밌습니다. 이만하면 최근 본 상업영화중 순위권에 랭크될만 하네요.,1
댓글 도랐노 이기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
"이마가 천창쪽도 좁코 하늘복을타지못했다. 즉 부모복 특히 아버지복이없다.
천한이마이마에 저굵은주름은 강력한 살기라 필시 아버지를극한다 극당하기도하고눈썹에 팔자주름은 처궁을 깨부수고 미압이기에 배우자궁이좋지못하거나없을수있고
눈이 지극히 작고 검게작은 눈은 음기가강해 음흉하고 욕심이많고 비열하고야비하다.
귀가 이반됐다 순리에적응하지못하고 어깃장부린다. 단지 귀상부가발달해 약간의총기는있다. 잔인성이 있는귀다
입이튀어나오고 뒤집히듯이빨이보인다. 여기에 검푸르다 이런자는 필씨마음씨가곱지못하고 말년이 엉망이다. 입이 음흉하고 검푸러 여색을밝힌다.
법령이좋아 50은 그냥가지만 60부턴 개박살난다.

이제부터 김제동이 성공한이율 알려준다
눈에 음기가 강해재복있고욕심이많지만 인간이전체적으로양기가부족한 음흉한인간. 키가작고 동글동글히고 전체적으로재주는많음.
눈썹이 축쳐져 눈꼬리를때려도 기세는강하게쳐져 그래도 공산주의자들에 인기가있는거고 밥먹고사는거고
눈썹위에 굵직한주름은 눈썹의 운을방해해 형제가없거나 형제간사이가안좋고 출세를 방해

미간이 아주왕성하게생긴건 성공을의미한다. 똑똑한사람 단 고형문이 가정과
학문을깨부숨 고뇌의상징
코가 상부가덜발달해 음기가강하고 전체적으로 복스럽게 도이ㅡㄹ동글해서 나름괜찮은재복있음.
광대뼈랑 턱이강해서 기세가좋아성공을도외ㅡ줌

결론은 음흉하고사나운흉물인데 진콩같이작은눈과넓은미간광대뼈에 성공했고 재주꾼이지만
눈이랑 입때문에 개박살남. 음양의조화가 맞아야하는데 음기가양기에비해
너무태강함 60부턴개박살날거심",0
집안자체가 사기꾼 집안이네.이제는 손주들까지 사기침,0
이런 영화를 만들어주셔서 감사합니다ㅠㅠ,1
"우아하게 성장한 그녀, 영화는 보지 못했지만 그냥 주연이라는 것만으로만 별점 10점",1
이데올로기로 얼룩진 현실에선 행복한 동화를 꿈꾸는 아이들. 하지만 이승에선 이루어 질 순 없는 동화의 역설,1
조선은 명의 제후국이었음.,0
"누가 일용직으로도 먹고 살기 힘든 신용불량자 아버지, 고독하게 살다 죽음마저 쓸쓸한 어머니들, 그들을 이용해 홍보관으로 돈을 버는 악당아닌 악당을 만들었나... 부모란 존재의 책임감과 설움이 김인권님의 마지막 표정연기에 무너져내릴듯 먹먹하더라고요.",1
